H1,Global,
G1,Global,
D1,Global,
C1,Global,
F1,,<-- Start here
E1,,
B2,Global,
C2,Global,
D2,City,
E2,City,
F2,Cosmic,
G2,Cosmic,
H2,Global,
I2,Global and Hero,
A3,Global,
B3,Global,
C3,GotG or Ravager,
D3,City,
G3,Cosmic,
H3,Hero and City,
I3,Global,
J3,Global,
A4,Global,
B4,City,
C4,City,
D4,Cosmic,
E4,Cosmic,
F4,Cosmic,
G4,Cosmic,
H4,Cosmic,
I4,Cosmic,
J4,Global,
A5,Global,
B5,Global and Hero,
C5,City,
D5,Global,
G5,City and Villain,
H5,Cosmic,
I5,Global and Hero,
J5,Global,
B6,Global,
C6,Global,
D6,Cosmic,
G6,Cosmic,
H6,Global,
I6,Global,
C7,Global,
D7,Global,
E7,Hero and Global,
F7,Global and Villain,
G7,Global,
H7,Global,
