A1,,<-- Start here
A2,,
A3,,
A4,,
A5,,
A6,any,
A7,any,
B7,any,
B1,,
C1,,
D1,,
E1,,
C2,,
C3,,
F1,any,
G1,any,
G2,any,
G3,any,
F3,any,
C7,any,
C4,any,
C5,any,
B5,any,
E3,any,
E2,any,
D3,any,
C6,any,
H3,any,
I3,any,
I4,any,
I5,any,
C8,any,
C9,any,
D9,any,
E9,any,
E10,any,
E11,any,
F11,any,
G11,any,
J5,any,
K5,any,
K6,any,
K7,any,
L7,any,
M7,any,
M8,any,
M9,any,
M10,any,
M11,any,
M12,any,
M13,any,
L13,any,
K13,any,
J13,any,
I13,any,
H13,any,
G13,any,
G12,any,
H11,any,
I11,any,
J11,any,
I12,any,
K11,any,
K12,any,
L11,any,
K10,any,
K9,any,
L9,any,
G4,any,
G5,any,
H5,any,
G6,any,
G7,any,
F7,any,
F5,any,
E5,any,
D5,any,
E4,any,
E6,any,
E7,any,
D7,any,
E8,any,
F9,any,
G9,any,
H9,any,
I9,any,
J9,any,
K8,any,
I8,any,
I7,any,
I6,any,
I10,any,
G8,any,
H7,any,
J7,any,
G10,any,
B3,,
