E1,,Start here
E2,,Empty room
D2,,Empty room
C2,,Empty room
B2,,Empty room
H3,any,
F2,,Empty room
G2,,Empty room
H2,,Empty room
B3,any,
I3,any,
A3,any,
C3,any,
D3,any,
F3,any,
G3,any,
A4,any,
B4,any,
C4,any,
D4,any,
F4,any,
G4,any,
H4,any,
I4,any,
A5,any,
B5,any,Boss
C5,any,
D5,any,
F5,any,
G5,any,
H5,any,Boss
I5,any,
E5,any,Boss
A6,any,
B6,any,
C6,any,Boss
E6,any,
G6,any,Boss
H6,any,
I6,any,
A7,any,
B7,any,
C7,any,
D7,any,
E7,any,
F7,any,
G7,any,
H7,any,
I7,any,
B8,any,Boss
C8,any,
D8,any,Boss
F8,any,Boss
G8,any,
H8,any,Boss
C9,any,Boss
G9,any,Boss
I2,any,
A2,any,
