E1,,<-- Start here
E2,,
D2,,
F2,,
C3,any,
D3,any,
E3,any,
F3,any,
G3,any,
B4,Villain,
C4,Hero,
D4,any,
E4,any,
F4,any,
G4,Villain,
H4,Hero,
B5,Villain,
C5,Hero,
D5,Villain,
E5,any,
F5,Hero,
G5,Villain,
H5,Hero,
B6,Villain,
C6,Hero,
D6,Villain,
E6,any,
F6,Hero,
G6,Villain,
H6,Hero,
B7,any,
C7,any,
D7,any,
E7,any,
F7,any,
G7,any,
H7,any,
B8,Hero,
C8,Villain,
D8,any,
E8,any,
F8,any,
G8,Hero,
H8,Villain,
B9,Villain,
C9,Hero,
D9,any,
E9,any,
F9,any,
G9,Villain,
H9,Hero,
A10,Villain,
B10,Hero,
C10,Villain,
D10,any,
E10,any,
F10,any,
G10,Hero,
H10,Villain,
I10,Hero,
A11,Hero,
B11,Villain,
C11,any,
D11,any,
E11,any,
F11,any,
G11,any,
H11,Hero,
I11,Villain,
